"","variable","year","mean","sd","lower","upper"
"1","b_t",1978,49504.9012749872,22195.5638041057,22726.3293827544,88291.5338618368
"2","b_t",1979,16.6724261175437,67.5826543501799,0.133755682768019,61.0602113697721
"3","b_t",1980,0.353295829070898,3.55251218843373,0.0157139835734922,0.769816978455717
"4","b_t",1981,0.0412681687453843,0.102054159476071,0.0138620628373229,0.0763327492192441
"5","b_t",1982,0.0388206240916917,0.108862364548201,0.0137233753931554,0.0629000339618935
"6","b_t",1983,0.0350016843154059,0.0473167639522825,0.0136949281718546,0.0642119972504011
"7","b_t",1984,0.0400726553393212,0.103408644903994,0.0136537633841774,0.0632411022449577
"8","b_t",1985,0.0328843699172597,0.027349925647413,0.0138636386130172,0.0622992539754695
"9","b_t",1986,0.0369460642779479,0.0607028271811517,0.0136106488171034,0.0633003195096819
"10","b_t",1987,0.0462623746792936,0.485731864791388,0.0137355063575191,0.0615100744904091
"11","b_t",1988,0.0352517324384496,0.0794399919012728,0.013677614570106,0.0621696857827438
"12","b_t",1989,0.041096194848829,0.128392998217673,0.0136394260985339,0.0642969537965853
"13","b_t",1990,0.125610075820076,0.823056970358789,0.0142226050393998,0.286050280695088
"14","b_t",1991,3.06222179322429,20.9091680002492,0.0175089675705335,7.8206700543343
"15","b_t",1992,1352.95615298895,5805.98686537523,47.7890324923135,4124.70788893323
"16","b_t",1993,1284.11593019321,9841.3954260979,4.10137782823089,2129.06232322889
"17","b_t",1994,1.29459498943746,9.90415535828736,0.00688809078571524,3.78812477353829
"18","b_t",1995,0.0718832395990849,0.255591455029634,0.0141258795246496,0.167271254107468
"19","b_t",1996,0.0374570035300108,0.0582256020650235,0.0138480222932051,0.0697381038239722
"20","b_t",1997,0.0365864659532771,0.0703915257524065,0.0137962572212589,0.0631346395575477
"21","b_t",1998,0.0359359527910634,0.0474379350927937,0.0136423450196241,0.0658504742902708
"22","b_t",1999,0.0355935083597381,0.0653896570121699,0.0139369145479772,0.0645528370732188
"23","b_t",2000,0.033624923568602,0.0665843840109006,0.0136819046021383,0.0581603304008645
"24","b_t",2001,0.0378591881597774,0.0847176793490048,0.013565654179808,0.0632338250547126
"25","b_t",2002,0.0457268481291121,0.148795750474121,0.0135789101066263,0.0743835953590874
"26","b_t",2003,0.136407496964415,0.774151718269273,0.014628209528014,0.408077195564251
"27","b_t",2004,4.92271566221297,26.8012038389566,0.0213478656858483,16.7500188237053
"28","b_t",2005,4686.12772769189,10665.8136385829,110.411067443157,18221.6687858671
"29","b_t",2006,18418.8581381509,26806.6503971958,511.35906390057,69206.6740414044
"30","b_t",2007,27535.6934685981,35130.4276583713,1196.54296093734,92354.6520739593
"31","b_t",2008,27415.3433637007,32466.0077906918,1674.82264734775,90887.9604248854
"32","b_t",2009,25941.9198028384,33669.8567296513,988.570783027788,86620.5492547098
"33","b_t",2010,25440.7501203915,33518.5397570748,1214.36014174154,85878.550788103
"34","b_t",2011,24873.3578323224,31204.0289158679,1313.32812354391,83954.6217948809
"35","b_t",2012,26244.3388834713,32127.1068161094,1497.04506527379,86425.1390563839
"36","b_t",2013,27732.5937044714,35591.3308432495,1355.68021980577,99897.2262205137
"37","b_t",2014,30663.6801896141,35423.643411208,1609.74123577396,99764.0096997575
"38","b_t",2015,26542.6588100087,33338.4970300366,1434.8239702105,90093.6674480102
"39","b_t",2016,26130.6727177038,35144.2393350648,1195.92560287052,95997.2731653881
"40","b_t",2017,23299.6029637627,31864.79697626,864.593532771926,85848.5424636802
"41","b_t",2018,20436.4291840078,28466.9025551833,701.067529264574,77446.7077186288
"42","b_t",2019,16147.9418366,26124.0834142672,380.59791662776,62724.7751335561
"43","b_t",2020,27068.6729626929,153337.417504022,66.8168902693224,81812.8855575015
"44","bmsy",1978,28389.048366093,12529.8163134067,13319.7859832131,51834.2287464165
"45","ck",1978,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"46","ck",1979,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"47","ck",1980,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"48","ck",1981,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"49","ck",1982,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"50","ck",1983,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"51","ck",1984,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"52","ck",1985,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"53","ck",1986,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"54","ck",1987,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"55","ck",1988,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"56","ck",1989,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"57","ck",1990,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"58","ck",1991,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"59","ck",1992,0.000627117557193921,0.000276051519539225,0.000287445199264135,0.00111859915468673
"60","ck",1993,0.000200768532354442,8.83765058023494e-05,9.20241350709703e-05,0.000358113894282069
"61","ck",1994,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"62","ck",1995,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"63","ck",1996,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"64","ck",1997,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"65","ck",1998,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"66","ck",1999,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"67","ck",2000,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"68","ck",2001,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"69","ck",2002,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"70","ck",2003,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"71","ck",2004,2.10449195340086e-11,9.26378467529868e-12,9.64613575167404e-12,3.75381440547242e-11
"72","ck",2005,0.000565771616752286,0.00024904758721073,0.000259326713548005,0.00100917546476721
"73","ck",2006,0.00038608967287253,0.000169953208377336,0.000176967813577497,0.000688674040065089
"74","ck",2007,0.00113717906295578,0.000500576015957504,0.000521236662250308,0.00202840364451227
"75","ck",2008,0.00205468410054294,0.000904453497787451,0.000941783679838487,0.00366497137841234
"76","ck",2009,0.00156565888589808,0.000689188987892754,0.000717634397688329,0.00279268964200246
"77","ck",2010,0.00120939870287144,0.00053236645318988,0.00055433920984797,0.00215722291808342
"78","ck",2011,0.000813372881690124,0.000358039441515948,0.000372817069736678,0.00145082561868434
"79","ck",2012,0.00116612845426676,0.000513319278156845,0.000534505886590311,0.00208004111547394
"80","ck",2013,0.00147432056793336,0.00064898268019641,0.000675768625144344,0.00262976809070191
"81","ck",2014,0.000922699344626541,0.000406163969163504,0.000422927876814407,0.00164583289861566
"82","ck",2015,0.00087747276030198,0.000386255632707054,0.000402197848777272,0.00156516155013486
"83","ck",2016,0.000875496852806932,0.00038538585596389,0.000401292173091547,0.00156163709378956
"84","ck",2017,0.000587746721729698,0.000258720831168677,0.000269399208499903,0.00104837279478915
"85","ck",2018,0.000351774247978767,0.000154847866361487,0.000161239017543532,0.000627465093132337
"86","ck",2019,0.00036595936554147,0.000161092027784026,0.000167740898885591,0.000652767303750983
"87","ck",2020,0.000392199013013253,0.000172642485068575,0.000179768086786208,0.000699571363284175
"88","crashed",1978,0,0,0,0
"89","delta",1978,100,0,100,100
"90","dep_t",1978,0.872244126662073,0.0801834033059884,0.743159534862545,1.0021066196743
"91","dep_t",1979,0.000308360702494106,0.00111997723483106,2.82701099339866e-06,0.00110049648050329
"92","dep_t",1980,6.16539813355175e-06,5.84957178701651e-05,5.00708133791054e-07,1.50015653072462e-05
"93","dep_t",1981,7.69382522317782e-07,3.01967008613709e-06,5.00037967806951e-07,1.23499675325526e-06
"94","dep_t",1982,6.66243817205144e-07,1.40394721718379e-06,5.00025770457876e-07,7.4092451590306e-07
"95","dep_t",1983,6.19137194621937e-07,8.30024486839329e-07,5.00022243200046e-07,7.90266685645071e-07
"96","dep_t",1984,7.29872826392095e-07,2.29527997935165e-06,5.00021463865626e-07,7.42737555570415e-07
"97","dep_t",1985,5.87630908740613e-07,4.61215311061362e-07,5.00022464236628e-07,7.29947499924916e-07
"98","dep_t",1986,6.58483289575678e-07,1.14369038177115e-06,5.00030155923787e-07,7.76858660189995e-07
"99","dep_t",1987,7.38759972662925e-07,4.74670668957104e-06,5.00028841118421e-07,6.91584421877041e-07
"100","dep_t",1988,6.1422922800592e-07,9.19544947951986e-07,5.00035951872226e-07,7.0375885414383e-07
"101","dep_t",1989,6.86965564896266e-07,1.67585011636902e-06,5.00015783876545e-07,8.38002454211837e-07
"102","dep_t",1990,2.05052362207393e-06,1.16070158460608e-05,5.0002289690944e-07,4.6614378804517e-06
"103","dep_t",1991,5.78438668203862e-05,0.000397967639933192,5.00129729730233e-07,0.00015777053283971
"104","dep_t",1992,0.0235037653175673,0.0802287436369577,0.000912718204031921,0.0846469037811473
"105","dep_t",1993,0.0246191107737132,0.196607287087427,7.60008754021013e-05,0.0394626189623697
"106","dep_t",1994,2.26335564184445e-05,0.000148071985809768,1.79703923918185e-07,7.36377300582126e-05
"107","dep_t",1995,1.25266792408222e-06,4.09374804923396e-06,5.00040101764717e-07,3.06866451637701e-06
"108","dep_t",1996,6.77168730418538e-07,1.71354606941456e-06,5.00027258421436e-07,9.51793343199771e-07
"109","dep_t",1997,6.53436353532473e-07,1.26492295602552e-06,5.00020799816509e-07,7.6188590515649e-07
"110","dep_t",1998,6.30215060764207e-07,6.97048919810565e-07,5.00024619621569e-07,8.13270681981794e-07
